budget,original_language,popularity,runtime,status,vote_average,vote_count,release_year,profit_level,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,total_directed
50000000.0,en,49.020045,106.0,Released,6.4,1528,2006,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3.0
40000000.0,en,24.821138,109.0,Released,5.6,685,2015,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3.0
43000000.0,en,19.043286,136.0,Released,7.0,302,2000,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0
43000000.0,en,5.418921,103.0,Released,6.0,208,2000,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
45000000.0,en,25.999888,103.0,Released,6.6,518,2005,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0
43000000.0,en,18.65632,84.0,Released,5.3,280,2002,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0
42000000.0,en,23.736535,154.0,Released,6.6,501,1993,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,5.0
44000000.0,en,21.75433,99.0,Released,6.8,566,2010,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
40000000.0,en,44.094856,93.0,Released,6.3,1045,2011,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.0
42000000.0,en,62.714026,109.0,Released,6.7,4074,2012,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
42000000.0,en,28.969151,124.0,Released,7.0,1262,1999,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0
45000000.0,en,31.789029,84.0,Released,6.5,1150,2000,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0
42000000.0,en,33.238296,90.0,Released,5.8,773,2004,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0
40000000.0,en,6.420434,117.0,Released,5.4,134,1992,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0
43000000.0,en,37.654688,117.0,Released,6.5,1575,2013,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
31115000.0,en,13.244365,248.0,Released,6.7,146,1963,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1.0
42000000.0,en,26.799913,105.0,Released,6.0,593,2012,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0
42000000.0,en,14.046705,115.0,Released,6.1,184,2002,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0
42000000.0,en,3.844926,126.0,Released,6.5,47,1996,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0
32000000.0,en,14.733513,119.0,Released,6.1,305,2002,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3.0
42000000.0,en,16.122168,83.0,Released,5.4,518,2009,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
32000000.0,en,28.22119,133.0,Released,5.9,541,1989,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0
42000000.0,en,45.151657,100.0,Released,5.6,922,2011,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,6.0
60000000.0,en,15.205371,120.0,Released,5.7,191,2001,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0
48000000.0,en,14.587367,104.0,Released,4.0,232,1993,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0
42000000.0,en,34.828241,122.0,Released,7.0,1335,2005,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0
31000000.0,zh,23.607392,99.0,Released,7.2,635,2002,3,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0
40000000.0,en,19.438503,91.0,Released,5.3,388,2012,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
44000000.0,en,74.168016,112.0,Released,6.1,2304,2014,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
42000000.0,en,7.349497,100.0,Released,6.3,136,2010,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1.0
33000000.0,fr,7.663515,100.0,Released,6.8,148,2009,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
41000000.0,en,32.798571,110.0,Released,6.8,1626,2002,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0
37580800.0,fr,5.794466,100.0,Released,5.3,125,2015,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
65000000.0,en,36.670399,132.0,Released,6.6,907,2001,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0
41000000.0,en,14.653718,88.0,Released,5.3,281,2003,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.0
40000000.0,en,73.085576,107.0,Released,7.7,3147,1999,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,9.0
42000000.0,en,34.041407,102.0,Released,6.2,925,2012,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
41000000.0,en,9.419726,100.0,Released,5.6,248,2011,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
8000000.0,en,28.456572,126.0,Released,6.9,891,1984,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
40000000.0,en,49.664128,138.0,Released,6.8,2807,2013,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0
40000000.0,en,36.238968,108.0,Released,6.7,1804,2009,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0
70000000.0,en,19.439386,105.0,Released,6.2,278,1999,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,4.0
40000000.0,en,43.345252,108.0,Released,7.4,3829,1989,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,13.0
40000000.0,en,115.241998,89.0,Released,6.3,5878,2014,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0
40000000.0,en,98.755657,125.0,Released,5.2,3254,2015,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2.0
38000000.0,en,21.998734,84.0,Released,4.7,511,2003,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,17.0
40000000.0,en,25.219805,149.0,Released,7.0,509,1996,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,13.0
40000000.0,en,26.516624,98.0,Released,6.0,699,2003,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0
40000000.0,en,37.084384,121.0,Released,7.4,1526,2013,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,6.0
40000000.0,en,21.661028,128.0,Released,6.7,354,1992,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
40000000.0,en,68.794673,134.0,Released,7.0,1949,2016,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0
40000000.0,en,69.27822,120.0,Released,7.1,3391,2010,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
40000000.0,en,26.253357,129.0,Released,6.2,959,2009,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0
45000000.0,en,32.549282,83.0,Released,5.3,750,2006,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0
40000000.0,en,24.992057,116.0,Released,5.7,736,2000,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11.0
40000000.0,en,45.769562,118.0,Released,7.1,2900,1990,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,13.0
40000000.0,en,36.301202,100.0,Released,5.9,944,2015,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
40000000.0,en,45.022964,128.0,Released,7.1,1056,1992,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,12.0
40000000.0,en,22.853006,123.0,Released,6.6,560,2009,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0
40000000.0,en,31.884559,128.0,Released,6.8,787,2013,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
40000000.0,en,31.385257,139.0,Released,7.0,767,1999,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
40000000.0,en,67.767785,110.0,Released,5.4,1127,2014,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5
40000000.0,en,24.287306,120.0,Released,6.7,542,2006,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
35000000.0,en,53.114573,121.0,Released,7.1,1881,2015,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
40000000.0,en,25.136082,102.0,Released,6.1,555,2016,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0
40000000.0,en,37.776566,112.0,Released,7.1,732,1992,3,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,6.0
40000000.0,en,21.743321,152.0,Released,7.2,467,2004,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6.0
40000000.0,en,66.003433,124.0,Released,7.2,2691,2005,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.0
40000000.0,en,24.862767,90.0,Released,6.2,716,2008,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0
41000000.0,en,25.391899,105.0,Released,6.5,515,2009,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
40000000.0,en,29.854773,114.0,Released,5.7,731,2001,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.5
40000000.0,en,26.82041,189.0,Released,7.5,502,1991,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,14.0
40000000.0,en,17.61292,99.0,Released,5.4,371,2006,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
57000000.0,en,21.021809,123.0,Released,5.8,441,2001,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0
20000000.0,en,52.571674,102.0,Released,6.1,1350,2009,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
40000000.0,en,34.519636,109.0,Released,6.2,1437,2014,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0
40000000.0,en,32.478077,82.0,Released,5.4,831,2009,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5.0
40000000.0,en,48.445978,141.0,Released,7.2,2583,2015,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,27.0
40000000.0,en,24.012986,106.0,Released,6.0,457,2001,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4.0
40000000.0,en,17.869443,109.0,Released,5.9,612,2010,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
50000000.0,en,14.231899,107.0,Released,5.9,297,2004,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0
40000000.0,en,23.088571,110.0,Released,6.2,511,1998,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7.0
40000000.0,en,19.833664,96.0,Released,5.0,336,1997,3,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1.0
35000000.0,en,26.595983,131.0,Released,7.3,453,2002,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0
40000000.0,en,26.072228,119.0,Released,7.0,902,2011,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
30000000.0,en,38.643914,113.0,Released,6.5,1265,2011,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6.0
40000000.0,en,74.440708,130.0,Released,8.0,4391,2006,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,8.0
42000000.0,en,82.185281,108.0,Released,6.1,1536,2014,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
40000000.0,en,18.14218,89.0,Released,5.7,332,2013,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0
40000000.0,en,41.570047,139.0,Released,7.3,1221,2006,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
40000000.0,en,23.331459,130.0,Released,6.2,440,1987,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0
40000000.0,en,47.649554,107.0,Released,6.0,1206,2010,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.0
40000000.0,en,7.519433,116.0,Released,5.8,51,1986,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,8.0
40000000.0,en,32.908414,96.0,Released,6.4,972,2004,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5.0
40000000.0,en,29.88736,99.0,Released,6.5,670,2006,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0
43000000.0,en,29.105407,104.0,Released,6.4,573,2005,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,4.0
25000000.0,en,16.394452,105.0,Released,6.5,386,2012,3,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
40000000.0,en,19.574774,101.0,Released,6.0,394,2008,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
40000000.0,en,14.199933,134.0,Released,6.8,255,2014,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,20.0
40000000.0,en,12.229516,135.0,Released,6.7,235,1997,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,12.0
40000000.0,en,27.303608,98.0,Released,5.8,629,2003,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.0
36000000.0,en,3.698276,155.0,Released,6.8,316,1997,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,27.0
40000000.0,en,7.021871,106.0,Released,5.8,114,1992,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
40000000.0,en,39.381913,94.0,Released,4.9,740,2007,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,2.0
40000000.0,en,14.398356,95.0,Released,5.4,415,1994,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.0
65000000.0,en,8.680334,103.0,Released,5.7,135,2000,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
40000000.0,en,17.659032,96.0,Released,6.2,554,2007,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3.0
40000000.0,en,43.151268,104.0,Released,6.5,1789,2011,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0
40000000.0,en,15.283444,95.0,Released,5.4,284,2012,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
40000000.0,en,35.21926,111.0,Released,6.1,902,2011,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11.0
40000000.0,en,25.580272,123.0,Released,6.1,474,1999,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13.0
38000000.0,en,10.794175,140.0,Released,6.7,275,1991,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,14.0
40000000.0,en,72.641296,97.0,Released,5.3,1695,2014,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
40000000.0,en,3.415534,94.0,Released,5.0,40,2000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
47000000.0,en,38.555482,92.0,Released,5.9,866,2011,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.0
75000000.0,en,6.786117,102.0,Released,5.3,140,1999,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
40000000.0,en,24.313684,122.0,Released,7.0,432,2000,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0
30000000.0,en,9.965073,103.0,Released,5.9,182,2005,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11.5
40000000.0,en,15.055732,102.0,Released,5.5,275,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
40000000.0,en,32.808675,116.0,Released,5.8,1468,2014,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
25000000.0,en,8.178203,108.0,Released,5.4,138,1994,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,4.0
40000000.0,en,31.066874,129.0,Released,6.9,708,2011,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
40000000.0,en,22.491388,102.0,Released,6.1,412,2010,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0
40000000.0,en,12.885985,117.0,Released,6.3,186,2005,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
40000000.0,en,7.832337,117.0,Released,5.6,135,2000,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
40000000.0,en,10.433667,135.0,Released,6.7,155,2005,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11.0
40000000.0,en,3.321949,107.0,Released,4.9,71,2000,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,6.0
75000000.0,en,4.842626,90.0,Released,5.0,45,1999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
40000000.0,en,13.210898,96.0,Released,4.6,147,1996,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,3.0
40000000.0,en,3.296933,104.0,Released,5.2,56,2001,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0
35000000.0,en,22.939557,115.0,Released,6.4,477,2008,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
40000000.0,en,19.372805,119.0,Released,6.4,278,2001,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
40000000.0,en,13.445697,99.0,Released,5.4,205,2007,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0
500000.0,en,17.002096,110.0,Released,7.2,345,1973,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0
40000000.0,en,4.516953,128.0,Released,5.9,81,1994,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0
40000000.0,en,33.785969,108.0,Released,6.5,824,2011,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
40000000.0,en,16.059443,86.0,Released,6.9,190,1998,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2.0
40000000.0,en,3.476966,108.0,Released,5.7,92,2002,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.0
25000000.0,en,5.778724,128.0,Released,5.9,48,1999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0
40000000.0,en,7.360793,84.0,Released,4.7,119,2004,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
40000000.0,en,3.621837,111.0,Released,6.0,67,1996,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
45000000.0,en,14.513305,128.0,Released,4.9,256,1995,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
40000000.0,en,22.364549,123.0,Released,6.5,642,2006,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0
40000000.0,en,6.90894,101.0,Released,5.7,81,1995,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0
63600000.0,en,4.494788,102.0,Released,4.8,145,2000,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
42000000.0,en,47.559928,113.0,Released,7.0,2025,2012,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0
55000000.0,en,2.410546,107.0,Released,4.2,28,1987,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
40000000.0,en,41.258956,87.0,Released,7.5,1176,2009,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0
40000000.0,en,8.980846,103.0,Released,5.7,124,2002,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8.0
40000000.0,en,7.222985,99.0,Released,5.7,125,1992,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10.0
10000000.0,fr,73.720244,122.0,Released,7.8,3310,2001,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0
30000000.0,en,10.0403,91.0,Released,5.5,185,2004,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
60000000.0,en,15.219263,103.0,Released,5.6,248,2004,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
40000000.0,en,8.303696,107.0,Released,6.6,152,2012,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0
38000000.0,en,4.746085,106.0,Released,5.9,54,1999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0
40000000.0,en,6.756886,101.0,Released,3.2,105,2002,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.0
40000000.0,en,16.424807,109.0,Released,5.5,348,2009,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8.0
40000000.0,en,15.590001,89.0,Released,5.9,482,2003,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
40000000.0,en,5.483671,103.0,Released,6.3,47,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.0
36000000.0,en,1.630541,115.0,Released,5.2,21,1980,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0
45000000.0,en,14.566664,82.0,Released,4.2,135,1999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
33000000.0,en,28.353517,108.0,Released,6.5,774,2009,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2.0
40000000.0,en,9.579975,102.0,Released,6.1,135,2001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.0
40000000.0,en,2.911819,93.0,Released,5.0,28,2002,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0
35000000.0,en,10.844882,88.0,Released,4.8,171,2001,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.0
50000000.0,en,51.502884,107.0,Released,7.0,1182,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8.0
40000000.0,en,13.119133,91.0,Released,6.0,373,2012,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0
40000000.0,en,4.238482,94.0,Released,5.4,15,2008,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1.0
40000000.0,en,26.935458,115.0,Released,5.5,392,2015,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
40000000.0,en,16.282962,93.0,Released,5.1,213,2006,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0
20000000.0,en,31.690456,105.0,Released,6.6,1006,2007,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,4.0
20000000.0,en,17.842246,107.0,Released,6.2,398,1995,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
15000000.0,en,8.048305,101.0,Released,6.6,96,2007,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
30000000.0,en,14.188982,111.0,Released,7.1,275,1994,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0
40000000.0,zh,6.884467,126.0,Released,6.3,83,2007,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0
25000000.0,en,8.212018,112.0,Released,4.3,17,2005,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0
39200000.0,ko,64.238688,126.0,Released,6.7,2854,2013,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0
25000000.0,fr,17.375562,90.0,Released,6.5,313,2011,2,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.0
51000000.0,en,6.7698,90.0,Released,5.9,15,2004,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
15000000.0,en,44.690107,102.0,Released,7.3,953,1994,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5.0
40000000.0,te,16.254032,159.0,Released,7.5,135,2015,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0
39000000.0,en,37.492928,107.0,Released,6.7,798,2009,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,6.0
12000000.0,en,18.678415,102.0,Released,5.8,191,2007,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
39000000.0,en,27.908783,87.0,Released,6.6,932,2012,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.0
